cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
Midnight Mint,미드나잇 민트,LIGHT,"한밤의 민트'라는 이름처럼, 이 칵테일은 **'은밀한 유혹'**을 상징해요. 베일리스와 화이트 크렘 드 망트의 부드럽고 달콤한 맛은 마치 비밀스러운 만남처럼 당신의 마음을 설레게 하죠. 미드나잇 민트는 특별한 밤, 당신의 매력을 더욱 돋보이게 해줄 거예요.",CLASSIC,LIQUEUR,"베일리스 아이리시 크림:1 oz, 화이트 크렘 드 멘트:3/4 oz, 크림:3/4 oz","가능하다면, 칵테일(마티니) 잔의 가장자리에 설탕 시럽을 바르고 초콜릿 플레이크나 가루에 담가 장식한다. 재료를 얼음과 함께 셰이커에 넣고 잘 흔든다. 칵테일 잔에 거른다.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg
Mary Pickford,메리 픽포드,MEDIUM,"1920년대 무성 영화 시대의 스타 메리 픽포드의 이름을 따온 이 칵테일은 **'화려한 매력'**을 상징해요. 럼과 파인애플 주스, 마라스키노 리큐어의 조합은 마치 스크린 속 여배우처럼 우아하고 사랑스러운 분위기를 연출하죠. 메리 픽포드는 당신의 특별한 매력을 더욱 빛나게 해줄 완벽한 음료가 될 거예요.",CLASSIC,RUM,"라이트 럼:1 1/2 oz, 파인애플 주스:1 oz, 마라스키노 리큐르:1/2 tsp, 그레나딘:1/2 tsp, 마라스키노 체리:1 ea",흔들고 차가운 큰 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg
Monkey Wrench,몽키 렌치,MEDIUM,"몽키 렌치'는 **'자유로운 영혼'**을 가진 당신을 위한 칵테일이에요. 럼의 이국적인 향과 자몽 주스의 상큼함, 비터스의 쌉싸름함이 어우러져 한 모금 마실 때마다 답답한 일상을 벗어나고 싶은 당신의 마음을 시원하게 해줄 거예요. 몽키 렌치는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",SHORT,RUM,"라이트 럼:1 1/2 oz, 자몽 주스:3 oz, 비터스:1 dash",얼음 조각이 거의 가득 찬 올드 패션드 잔에 모든 재료를 붓는다. 잘 젓는다.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg
Negroni,네그로니,VERY_STRONG,"네그로니'는 **'세련된 도시의 낭만'**을 담고 있어요. 진의 깔끔함과 캄파리의 쌉쌀함, 스위트 베르무트의 달콤함이 어우러져 마치 런던의 멋진 바에 앉아 여유를 즐기는 듯한 기분을 느끼게 해주죠. 네그로니는 당신의 지적인 매력을 더욱 돋보이게 해줄 완벽한 칵테일입니다.",SHORT,GIN,"진:1 oz, 캄파리:1 oz, 스위트 베르무트:1 oz","얼음이 든 잔에 저어서, 장식하고 낸다.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg
New York Sour,뉴욕 사워,MEDIUM,"뉴욕 사워'는 **'열정적인 도전'**을 상징해요. 위스키의 묵직함과 레몬의 상큼함, 그리고 레드 와인의 씁쓸함이 어우러져 마치 인생의 쓴맛과 단맛을 모두 경험하는 듯한 기분을 느끼게 해 주죠. 뉴욕 사워는 새로운 도전을 두려워하지 않는 당신의 용기를 응원해 줄 완벽한 음료가 될 거예요.",SHORT,WHISKY,"블렌디드 위스키:2 oz, 레몬:1/2 ea, 설탕:1 tsp, 레드 와인:1/2 shot, 레몬:1/2 ea, 체리:1/2 ea","블렌디드 위스키, 레몬 즙, 설탕 가루를 얼음과 함께 흔든 후 위스키 사워 잔에 거른다. 클라렛을 위에 띄운다. 레몬 반 조각과 체리로 장식하여 낸다.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg
Nutty Irishman,너티 아이리시맨,WEAK,"견과류를 좋아하는 아일랜드 사람'이라는 이름처럼, 이 칵테일은 **'유쾌하고 따뜻한 매력'**을 지니고 있어요. 베일리스의 부드러움과 프란젤리코의 고소함이 어우러져 마치 아일랜드의 푸근한 시골 마을처럼 편안하고 따뜻한 분위기를 연출하죠. 너티 아이리시맨은 소중한 사람과 함께 진솔한 이야기를 나누고 싶은 날에 완벽한 동반자가 될 거예요.",LONG,LIQUEUR,"베일리스 아이리시 크림:1 part, 프랭젤리코:1 part, 우유:1 part",얼음을 넣어 낸다.,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg
Orgasm,오르가즘,MEDIUM,"오르가즘'이라는 독특한 이름처럼, 이 칵테일은 **'황홀한 즐거움'**을 담고 있어요. 크림과 다양한 리큐어의 부드럽고 달콤한 맛은 마치 잊고 있던 행복한 순간을 되살려주는 듯하죠. 오르가즘은 당신의 지친 마음을 위로하고, 특별한 밤을 더욱 짜릿하게 만들어 줄 거예요.",CLASSIC,VODKA,"크렘 드 카카오:1/2 oz white, 아마레토:1/2 oz, 트리플 섹:1/2 oz, 보드카:1/2 oz, 라이트 크림:1 oz","모든 재료를 얼음과 함께 흔들고, 차가운 칵테일 잔에 거른다.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg
Old Pal,올드 팰,VERY_STRONG,"오랜 친구'라는 뜻의 이름처럼, 이 칵테일은 편안함과 신뢰를 상징해요. 호밀 위스키의 묵직함과 캄파리, 드라이 베르무트의 조화는 마치 오랜 친구와 함께하는 편안한 대화처럼 당신의 마음을 따뜻하게 해 주죠. 올드 팔은 소중한 사람과 함께 진솔한 이야기를 나누고 싶은 밤에 완벽한 동반자가 될 거예요.",CLASSIC,WHISKY,"라이 위스키:2 oz, 캄파리:1 oz, 드라이 베르무트:1 oz",칵테일 잔을 차갑게 한다. 재료를 믹싱 글라스에 넣고 얼음을 3분의 2만큼 채운다. 약 20초간 젓는다. 칵테일 잔을 비우고 잔에 거른다. 레몬 껍질 트위스트로 장식한다.,https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg
Old Fashioned,올드 패션드,VERY_STRONG,"올드 패션드'는 '세월의 흔적'을 담은 칵테일이에요. 버번 위스키와 비터스, 설탕의 조화는 마치 닳고 닳은 가죽 소파처럼 고풍스럽고 편안한 느낌을 주죠. 올드 패션드는 유행에 휩쓸리지 않고 자신만의 가치를 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.",SHORT,WHISKY,"버번:4.5 cL, 앙고스투라 비터스:2 dashes, 설탕:1 cube, 물:1 dash",올드 패션드 잔에 설탕 조각을 넣고 비터스로 적신다. 일반 물을 약간 넣는다. 녹을 때까지 으깬다. 잔에 얼음 조각을 채우고 위스키를 넣는다. 오렌지 트위스트와 칵테일 체리로 장식한다.,https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg
Oreo Mudslide,오레오 머드슬라이드,LIGHT,"오레오 머드슬라이드'는 **'달콤한 추억'**을 떠올리게 하는 칵테일이에요. 보드카와 깔루아, 베일리스, 오레오 쿠키의 조합은 마치 어린 시절 즐겨 먹던 간식처럼 순수하고 기분 좋은 행복을 선사하죠. 오레오 머드슬라이드는 지친 당신의 마음을 달콤하게 위로해 줄 완벽한 음료가 될 거예요.",LONG,VODKA,"보드카:1 oz, 깔루아:1 oz, 베일리스 아이리시 크림:1 oz, 바닐라 아이스크림:2 scoops, 오레오 쿠키:1 ea","보드카, 칼루아, 베일리스, 아이스크림, 오레오를 블렌더에 잘 넣고 섞는다. 큰 서리 내린 잔에 붓는다. 휘핑크림과 체리로 장식한다.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg
Oatmeal Cookie,오트밀 쿠키,STRONG,"오트밀 쿠키'는 따뜻하고 달콤한 위로를 전하는 칵테일이에요. 깔루아와 베일리스, 버터스카치 슈냅스가 어우러져 마치 갓 구운 오트밀 쿠키처럼 고소하고 달콤한 맛을 선사하죠. 지친 하루를 보낸 당신에게 따뜻한 위로와 휴식을 선물할 거예요.",LONG,LIQUEUR,"깔루아:2 parts, 베일리스 아이리시 크림:2 parts, 버터스카치 슈냅스:4 parts, 예거마이스터:1 part, 골드슈래거:1/2 part","그냥 전부 섞는다. 샷으로 마시는 것이 일반적이지만, 얼음을 많이 넣고 적절한 성인용 음료로 마셔도 좋다. 오트밀 쿠키 맛이 난다.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg
Orange Push-up,오렌지 푸시업,LIGHT,"이 칵테일은 마치 어릴 적 먹던 오렌지 아이스크림을 떠올리게 합니다. 스파이스 럼의 이국적인 향에 오렌지 주스와 그레나딘의 상큼함이 더해져, 당신의 지친 마음을 달콤하게 위로해 줄 거예요. 오렌지 푸시업은 동심으로 돌아가고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,RUM,"스파이스트 럼:1.5 oz, 그레나딘:0.5 oz, 오렌지 주스:4 oz, 사워 믹스:1 splash",리큐어를 블렌더에 넣는다. 얼음을 반 스쿱 넣고 섞는다. 오렌지와 체리로 장식한다. 너무 맛있어서 입에서 살살 녹는다!!!,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg
Orange Rosemary Collins,오렌지 로즈마리 콜린스,LIGHT,"오렌지 로즈마리 콜린스'는 **'새로운 도전'**을 상징해요. 진과 오렌지, 레몬 주스에 로즈마리 시럽이 더해져, 익숙함 속에서 새로운 매력을 발견하는 기분을 느끼게 하죠. 이 칵테일은 당신의 삶에 새로운 영감을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,GIN,"진:1 shot, 오렌지 주스:Top, 레몬 주스:1/2 shot, 로즈마리 시럽:25 ml, 소다수:1/2 shot, 로즈마리:1/2 ea, 오렌지 껍질:1/2 ea",잔 바닥에 증류주를 넣고 믹서 음료로 균등하게 채운다. 잔 안에 오렌지 조각을 넣고 위에는 로즈마리로 장식한다.,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg
Paloma,팔로마,LIGHT,비둘기'라는 뜻의 '팔로마'는 멕시코의 뜨거운 태양 아래에서 즐기는 **'평화로운 휴식'**을 상징해요. 데킬라의 강렬함과 자몽 소다의 상큼함이 어우러져 한 모금 마실 때마다 당신의 마음을 평화롭게 해 줄 거예요. 팔로마는 일상에 지쳐 휴식이 필요한 당신에게 완벽한 음료가 될 거예요.,LONG,TEQUILA,"포도 소다:3 oz, 테킬라:1 1/2 oz",함께 저어서 얼음을 넣어 낸다.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg
Paradise,파라다이스,MEDIUM,"파라다이스'는 환상적인 휴가를 담고 있어요. 진의 깔끔함과 살구 브랜디, 오렌지 주스의 상큼함이 어우러져 마치 꿈에 그리던 열대 섬에 온 듯한 기분을 느끼게 해 주죠. 파라다이스는 답답한 일상을 벗어나 새로운 활력이 필요한 당신에게 완벽한 음료가 될 거예요.",CLASSIC,GIN,"진:7 parts, 살구 브랜디:4 parts, 오렌지 주스:3 parts",얼음과 함께 흔든다. 칵테일 잔에 걸러서 차갑게 낸다.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg
Pink Gin,핑크 진,STRONG,핑크 진'은 **'사랑스러운 반전 매력'**을 지녔어요. 쌉쌀한 진에 비터스를 더해 은은한 핑크빛을 띄는 이 칵테일은 마치 겉으로는 도도하지만 속으로는 귀여운 당신을 표현하는 듯하죠. 핑크 진은 당신의 숨겨진 매력을 맘껏 뽐내고 싶은 날에 완벽한 동반자가 될 거예요.,CLASSIC,GIN,"비터스:3 dashes, 진:2 oz","비터스를 와인 잔에 붓는다. 잔을 돌려 비터스로 안쪽을 코팅하고, 남은 비터스는 버린다. 진을 잔에 붓는다. 얼음은 넣지 않는다.",https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg
Pegu Club,페구 클럽,STRONG,"페구 클럽'은 클래식한 매력을 지닌 칵테일입니다. 진의 깔끔함과 오렌지 큐라소, 라임 주스가 어우러져 마치 19세기의 영국 신사처럼 우아하고 세련된 분위기를 연출하죠. 유행에 휩쓸리지 않고 자신만의 스타일을 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.",CLASSIC,GIN,"진:1 1/2 oz, 오렌지 큐라소:3/4 oz, 라임 주스:3/4 oz, 앙고스투라 비터스:1 dash, 오렌지 비터스:1 dash","흔들고, 거르고, 잔에 따른다, 칵테일 잔.",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg
Pink Lady,핑크 레이디,LIGHT,"핑크 레이디'는 사랑스럽고 우아한 매력을 가진 칵테일입니다. 진의 깔끔함과 그레나딘의 달콤함, 크림의 부드러움이 어우러져 마치 핑크빛 드레스를 입은 숙녀처럼 사랑스러운 분위기를 연출하죠. 당신의 매력을 더욱 돋보이게 해줄 완벽한 음료가 될 거예요.",CLASSIC,GIN,"진:1 1/2 oz, 그레나딘:1 tsp, 라이트 크림:1 tsp, 달걀 흰자:1 ea","모든 재료를 얼음과 함께 흔들고, 칵테일 잔에 거른다.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg
Pink Moon,핑크 문,LIGHT,"핑크문'은 몽환적인 매력을 담은 칵테일입니다. 진의 깔끔함에 코코넛 리큐어, 엘더플라워, 블랙베리가 더해져 마치 달빛 아래서 비밀스러운 파티를 즐기는 듯한 기분을 느끼게 해주죠. 핑크문은 평범한 밤을 특별하게 만들고 싶은 당신에게 완벽한 선택입니다.",SHORT,GIN,"진:1 shot, 코코넛 리큐르:1 shot, 엘더플라워 코디얼:25 ml, 라임 주스:30 ml, 블랙베리:1/2 ea","셰이커에 얼음과 함께 천천히 흔들고, 사각 위스키 잔에 거른다. 신선한 얼음을 위에 올린다. 블랙베리를 넣어 장식한다. 특별한 모습을 위해 꽃과 푸른 잎을 추가한다!",https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg
Penicillin,페니실린,STRONG,"페니실린'이라는 이름처럼, 이 칵테일은 지친 몸과 마음에 활력을 불어넣어 줍니다. 스카치 위스키의 묵직함과 생강, 꿀 시럽의 조합은 마치 감기 몸살에 걸린 날 마시는 따뜻한 차처럼 당신을 편안하게 해 줄 거예요.",SHORT,WHISKY,"블렌디드 스카치:2 oz, 레몬 주스:3/4 oz, 허니 시럽:2 tsp, 진저 시럽:2 tsp, 아일레이 싱글 몰트 스카치:1/4 oz","블렌디드 스카치, 레몬 주스, 꿀 시럽, 생강 시럽을 얼음과 함께 흔든다. 차가운 록스 글라스의 큰 얼음 위에 거른다. 스모키한 스카치를 위에 띄운다(아일라 싱글 몰트와 같은 스모키한 스카치를 사용하는 것이 좋다). 설탕에 절인 생강으로 장식한다.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg
Pisco Sour,피스코 사워,STRONG,피스코 사워'는 페루의 뜨거운 열정과 칠레의 시원한 감성을 모두 담고 있어요. 피스코의 강렬함에 레몬 주스의 상큼함과 달걀 흰자의 부드러움이 어우러져 마치 이국적인 여행을 떠나는 듯한 기분을 느끼게 해주죠. 피스코 사워는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 선택이 될 거예요.,CLASSIC,BRANDY,"피스코:2 oz, 레몬 주스:1 oz, 설탕:1-2 tblsp, 얼음:1 cube, 달걀 흰자:1/2 shot","칵테일 셰이커에 얼음 조각을 넣고 내용물을 활기차게 흔든 다음, 잔에 붓고 비터스로 장식한다.",https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg
Porto flip,포르투 플립,MEDIUM,"포르투 플립'은 따뜻한 위로를 전하는 칵테일이에요. 브랜디와 포트 와인, 달걀노른자의 부드러움이 어우러져 마치 갓 구운 빵처럼 고소하고 따뜻한 맛을 선사하죠. 포르투 플립은 지친 하루를 보낸 당신에게 따뜻한 위로와 휴식을 선물할 거예요.",CLASSIC,BRANDY,"브랜디:3 parts, 포트:9 parts, 달걀 노른자:2 parts","재료를 얼음이 든 믹서에 함께 흔든다. 잔에 거르고, 장식하여 낸다.",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg
Pina Colada,피나 콜라다,LIGHT,"피나 콜라다'는 열대 해변의 낭만을 담은 칵테일이에요. 럼과 코코넛 밀크, 파인애플 주스의 달콤하고 부드러운 맛은 마치 하얀 모래사장과 푸른 바다를 떠올리게 하죠. 피나 콜라다는 일상에 지쳐 떠나고 싶은 당신에게 완벽한 휴식을 선물할 거예요.",LONG,RUM,"라이트 럼:3 oz, 코코넛 밀크:3 tblsp, 파인애플:3 tblsp","으깬 얼음과 함께 블렌더에 부드러워질 때까지 섞는다. 차가운 잔에 붓고, 장식하여 낸다.",https://www.thecocktaildb.com/images/media/drink/upgsue1668419912.jpg
Pure Passion,퓨어 패션,MEDIUM,"순수한 열정'이라는 이름처럼, 이 칵테일은 당신의 자유로운 영혼을 깨워줄 거예요. 럼과 패션후르츠, 라임 주스의 이국적인 조합은 마치 끝없이 펼쳐진 바다 위를 항해하는 듯한 기분을 느끼게 해 주죠. 퓨어 패션은 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 음료가 될 거예요.",SHORT,RUM,"럼:40 ml, 파소아:20 ml, 라임 주스:30 ml, 패션프루트 시럽:15 ml, 피치 비터스:1 Dash, 민트:1/2 ea","칵테일 교반기로 모든 재료를 섞고, 으깬 얼음과 함께 낸다. 가능하다면 민트와 식용 꽃으로 장식한다.",https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg
